Title,URL,Date Created,Summary
"[단독] 김기남 삼성전자 회장, 취임 첫 해외 행보…中보아오포럼 참석 - The Guru (더 구루)",https://www.theguru.co.kr/news/article.html?no=34329,"Thu, 21 Apr 2022 00:33:48 GMT","[단독] 김기남 삼성전자 회장, 취임 첫 해외 행보…中보아오포럼 참석  The Guru (더 구루)"
"삼성전자, '비스포크 무풍에어컨 갤러리 체온풍' 출시 - Samsung Newsroom Korea",https://news.samsung.com/kr/%EC%82%BC%EC%84%B1%EC%A0%84%EC%9E%90-%EB%B9%84%EC%8A%A4%ED%8F%AC%ED%81%AC-%EB%AC%B4%ED%92%8D%EC%97%90%EC%96%B4%EC%BB%A8-%EA%B0%A4%EB%9F%AC%EB%A6%AC-%EC%B2%B4%EC%98%A8%ED%92%8D-%EC%B6%9C%EC%8B%9C,"Wed, 20 Apr 2022 02:32:46 GMT","삼성전자, '비스포크 무풍에어컨 갤러리 체온풍' 출시  Samsung Newsroom Korea"
"삼성전자·하이닉스, 장 초반 1%대 상승…외인 ‘순매도 행렬’ 끝낼까 - 게임동아",https://www.donga.com/news/Economy/article/all/20220421/113001546/1,"Thu, 21 Apr 2022 01:33:00 GMT","삼성전자·하이닉스, 장 초반 1%대 상승…외인 ‘순매도 행렬’ 끝낼까  게임동아"
"코스피, 기관 '사자'에 장 초반 상승…삼성전자·SK하이닉스↑ - 한국경제",https://www.hankyung.com/finance/article/2022042115366,"Thu, 21 Apr 2022 00:16:37 GMT","코스피, 기관 '사자'에 장 초반 상승…삼성전자·SK하이닉스↑  한국경제"
"삼성전자, 4거래일 연속 올랐다..1%대 상승 - 이데일리",https://www.edaily.co.kr/news/read?newsId=01738406632298416&mediaCodeNo=257,"Thu, 21 Apr 2022 00:29:55 GMT","삼성전자, 4거래일 연속 올랐다..1%대 상승  이데일리"
"삼성전자 '비스포크 큐커'로 만든 요리, 빕스서 맛본다 - 연합뉴스",https://www.yna.co.kr/view/AKR20220421027900003?section=news&site=popup_newsflash,"Thu, 21 Apr 2022 02:00:06 GMT","삼성전자 '비스포크 큐커'로 만든 요리, 빕스서 맛본다  연합뉴스"
"삼성전자, 美서 QD-QLED TV 전격 발매…65인치 370만원 - 아시아타임즈",https://www.asiatime.co.kr/article/20220421500067,"Thu, 21 Apr 2022 01:37:00 GMT","삼성전자, 美서 QD-QLED TV 전격 발매…65인치 370만원  아시아타임즈"
삼성전자 등 18개 계열사 `삼성고시` 내달 중순 진행 - 이데일리,https://www.edaily.co.kr/news/read?newsId=01338246632298416&mediaCodeNo=257,"Wed, 20 Apr 2022 23:13:22 GMT",삼성전자 등 18개 계열사 `삼성고시` 내달 중순 진행  이데일리
삼성전자 코스피 시총 비중 3년만에 최소…18%대로 줄어 - 매일경제,https://www.mk.co.kr/news/economy/view/2022/04/354323/,"Wed, 20 Apr 2022 21:05:00 GMT",삼성전자 코스피 시총 비중 3년만에 최소…18%대로 줄어  매일경제
삼성전자 '월드IT쇼 2022' 참가…'팀삼성 라이프' 체험공간 운영 - Samsung Newsroom Korea,https://news.samsung.com/kr/%EC%82%BC%EC%84%B1%EC%A0%84%EC%9E%90-%EC%9B%94%EB%93%9Cit%EC%87%BC-2022-%EC%B0%B8%EA%B0%80%ED%8C%80%EC%82%BC%EC%84%B1-%EB%9D%BC%EC%9D%B4%ED%94%84-%EC%B2%B4%ED%97%98%EA%B3%B5%EA%B0%84,"Tue, 19 Apr 2022 23:16:42 GMT",삼성전자 '월드IT쇼 2022' 참가…'팀삼성 라이프' 체험공간 운영  Samsung Newsroom Korea
